search_query,google_rank,google_result_url,myshopify_domain,final_url,canonical_url,resolved_domain,store_name,email,email_source_url,phone,phone_source_url,contact_url,social_profiles,additional_information,shopify_confidence,relevance_score,lead_score,status,rejection_reason,error
site:myshopify.com/products boho maxi skirt,2,https://midnight-hour-clothing.myshopify.com/products/coven-peasant-dress?variant=46601947054257&_rdiscovery-handle=coven-peasant-dress&_rdiscovery-widget=276213,midnight-hour-clothing.myshopify.com,https://midnight-hour-clothing.myshopify.com/products/coven-peasant-dress?variant=46601947054257&_rdiscovery-handle=coven-peasant-dress&_rdiscovery-widget=276213,https://www.midnighthour.com/products/coven-peasant-dress,midnighthour.com,Midnight Hour,support@midnighthour.com,https://midnight-hour-clothing.myshopify.com/pages/contact,010001000,https://midnight-hour-clothing.myshopify.com/products/coven-peasant-dress?variant=46601947054257&_rdiscovery-handle=coven-peasant-dress&_rdiscovery-widget=276213,https://midnight-hour-clothing.myshopify.com/pages/contact,"[""https://www.facebook.com/midnighthourclothing"",""https://www.instagram.com/midnighthour/""]",pages_examined=5,100,80,94,qualified,,
site:myshopify.com/products boho maxi skirt,3,https://farm-rio.myshopify.com/products/boho-enchance-mocha-ties-blouse,farm-rio.myshopify.com,https://farmrio.com/products/boho-enchance-mocha-ties-blouse,https://farmrio.com/products/boho-enchance-mocha-ties-blouse,farmrio.com,FARM Rio,hello@farmrio.com,https://farmrio.com/policies/privacy-policy,8039940391005,https://farmrio.com/products/boho-enchance-mocha-ties-blouse,https://farmrio.com/pages/contact-us,"[""https://www.facebook.com/farmrioglobal/"",""https://www.instagram.com/farmrio/"",""https://br.pinterest.com/farmrioglobal/"",""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/""]",pages_examined=5,100,80,94,qualified,,
site:myshopify.com/products boho maxi skirt,4,https://petal-and-pup-usa.myshopify.com/products/ayers-long-sleeve-set-black,petal-and-pup-usa.myshopify.com,https://petalandpup.com/collections/sets,https://petalandpup.com/collections/sets,petalandpup.com,Home,contactus@petalandpup.com,https://petalandpup.com/pages/our-privacy-policy,3145105585,https://petalandpup.com/collections/sets,https://petalandpup.com/pages/contact-us,"[""https://ct.pinterest.com/"",""https://www.facebook.com/petalandpup"",""https://www.instagram.com/petalandpup/"",""https://au.pinterest.com/petalandpup/"",""https://www.tiktok.com/@petalandpup""]",pages_examined=5,100,53,86,qualified,,
site:myshopify.com/products boho maxi skirt,5,https://tinroofvintage.myshopify.com/products/70s-bohemian-gauze-maxi-skirt,tinroofvintage.myshopify.com,https://tinroofvintage.myshopify.com/products/70s-bohemian-gauze-maxi-skirt,https://tinroofvintage.myshopify.com/products/70s-bohemian-gauze-maxi-skirt,tinroofvintage.myshopify.com,Tin Roof Vintage,sales@tinroofvintage.com,https://tinroofvintage.myshopify.com/pages/privacy-policy,3850070,https://tinroofvintage.myshopify.com/products/70s-bohemian-gauze-maxi-skirt,https://tinroofvintage.myshopify.com/pages/contact,"[""http://twitter.com/home"",""http://www.facebook.com/sharer.php"",""http://pinterest.com/pin/create/button/"",""http://www.facebook.com/tinroofvintage"",""https://www.instagram.com/tinroofvintage/""]",pages_examined=4,100,53,80,qualified,,
site:myshopify.com/products boho maxi skirt,7,https://dry-land-decor.myshopify.com/products/citrus-beaded-bag-ivory-multi,dry-land-decor.myshopify.com,https://dry-land-decor.myshopify.com/products/citrus-beaded-bag-ivory-multi,https://dry-land-decor.myshopify.com/products/citrus-beaded-bag-ivory-multi,dry-land-decor.myshopify.com,Dry Land Decor,drylanddecor@yahoo.com,https://dry-land-decor.myshopify.com/products/citrus-beaded-bag-ivory-multi,,,https://dry-land-decor.myshopify.com/pages/contact-us,"[""https://twitter.com/intent/tweet"",""https://www.facebook.com/sharer/sharer.php"",""https://pinterest.com/pin/create/button/"",""https://www.facebook.com/drylanddecor/"",""https://www.pinterest.com/drylanddecor/"",""https://www.instagram.com/drylanddecor/""]",pages_examined=3,100,80,81,qualified,,
site:myshopify.com/products boho maxi skirt,8,https://mylukk.myshopify.com/products/women-s-boho-inspired-printed-wrap-dress-cinched-waist-flowing-long-skirt,mylukk.myshopify.com,https://lukkavenue.com/products/women-s-boho-inspired-printed-wrap-dress-cinched-waist-flowing-long-skirt,https://lukkavenue.com/products/women-s-boho-inspired-printed-wrap-dress-cinched-waist-flowing-long-skirt,lukkavenue.com,Lukk,shoplukk@gmail.com,https://lukkavenue.com/policies/contact-information,,,https://lukkavenue.com/policies/contact-information,"[""https://www.instagram.com/invites/contact/"",""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/""]",pages_examined=5,100,53,79,qualified,,
site:myshopify.com/products boho maxi skirt,9,https://black-bough-swim.myshopify.com/products/elya-top-stargazer,black-bough-swim.myshopify.com,https://blackboughswim.com/products/elya-top-stargazer/,,blackboughswim.com,,,,,,https://blackboughswim.com/contact-us/,"[""https://www.instagram.com/blackboughswim/"",""https://www.facebook.com/blackboughswim/"",""https://www.tiktok.com/@blackboughswimofficial"",""https://pinterest.com/blackbough_swim/""]",pages_examined=5,100,80,75,qualified,,
site:myshopify.com/products babydoll top,1,https://mymum-made.myshopify.com/products/cap-sleeve-babydoll-blouse-white,mymum-made.myshopify.com,https://mymum-made.myshopify.com/products/cap-sleeve-babydoll-blouse-white,https://mymum-madeit.com/products/cap-sleeve-babydoll-blouse-white,mymum-madeit.com,MY MUM MADE IT,cs@mymum-madeit.com,https://mymum-made.myshopify.com/products/cap-sleeve-babydoll-blouse-white,1490715,https://mymum-made.myshopify.com/products/cap-sleeve-babydoll-blouse-white,https://mymum-made.myshopify.com/pages/contact,"[""https://www.instagram.com/mymum_madeit/"",""https://www.tiktok.com/@mymum_madeit"",""https://www.facebook.com/settings/""]",pages_examined=5,100,80,94,qualified,,
site:myshopify.com/products babydoll top,2,https://disturbia-uk.myshopify.com/products/genevra-embroidered-babydoll-cotton-top,disturbia-uk.myshopify.com,https://disturbia-uk.myshopify.com/products/genevra-embroidered-babydoll-cotton-top,https://www.disturbia.co.uk/products/genevra-embroidered-babydoll-cotton-top,disturbia.co.uk,Genevra Embroidered Cotton Babydoll Top,help@disturbia.co.uk,https://disturbia-uk.myshopify.com/policies/privacy-policy,46666665,https://disturbia-uk.myshopify.com/products/genevra-embroidered-babydoll-cotton-top,https://disturbia-uk.myshopify.com/pages/contact-us,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/"",""https://www.facebook.com/DisturbiaClothing"",""https://twitter.com/intent/follow"",""https://instagram.com/disturbia"",""https://www.pinterest.com/Disturbia"",""https://www.tiktok.com/@disturbiaclothing"",""https://www.facebook.com/privacy/policy/"",""https://www.tiktok.com/legal/page/eea/privacy-policy/en"",""https://policy.pinterest.com/privacy-policy""]",pages_examined=5,100,100,100,qualified,,
site:myshopify.com/products babydoll top,3,https://caramiya.myshopify.com/products/josephinedress,caramiya.myshopify.com,https://caramiya.myshopify.com/products/josephinedress,https://caramiya.myshopify.com/products/josephinedress,caramiya.myshopify.com,Caramiya,caramiya19@me.com,https://caramiya.myshopify.com/products/josephinedress,,,https://caramiya.myshopify.com/pages/contact-us,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/"",""https://www.facebook.com/caramiyamaui"",""https://www.instagram.com/caramiyamaui/""]",pages_examined=3,100,100,87,qualified,,
site:myshopify.com/products babydoll top,4,https://pinklilyboutique.myshopify.com/products/picking-petals-watercolor-multi-floral-ruched-long-sleeve-blouse,pinklilyboutique.myshopify.com,https://pinklily.com/collections/shirts-blouses,https://pinklily.com/collections/shirts-blouses,pinklily.com,Pink Lily,privacy@pinklily.com,https://pinklily.com/policies/privacy-policy,2704953636,https://pinklily.com/collections/shirts-blouses,https://pinklily.com/pages/contact-us,"[""https://www.facebook.com/thepinklilyboutique/"",""https://www.instagram.com/pinklily/"",""https://www.tiktok.com/@shoppinklily""]",pages_examined=5,100,100,100,qualified,,
site:myshopify.com/products babydoll top,5,https://dorotheas-closet-vintage.myshopify.com/products/buff-circa-1950s,dorotheas-closet-vintage.myshopify.com,https://dorotheas-closet-vintage.myshopify.com/products/buff-circa-1950s,https://dorotheas-closet-vintage.myshopify.com/products/buff-circa-1950s,dorotheas-closet-vintage.myshopify.com,Dorothea&#39;s Closet Vintage,admin@dorotheasclosetvintage.com,https://dorotheas-closet-vintage.myshopify.com/pages/about-us,5159913516,https://dorotheas-closet-vintage.myshopify.com/pages/about-us,https://dorotheas-closet-vintage.myshopify.com/blogs/news/47180229-help-save-dorotheas-closets-brick-and-mortar-boutique,"[""https://facebook.com/dorotheasclosetvintage"",""https://instagram.com/dorotheasclosetvintage""]",pages_examined=3; duplicate_results=1,100,80,88,qualified,,
site:myshopify.com/products babydoll top,6,https://hollyhoque.myshopify.com/products/modern-babydoll-blouse-brown,hollyhoque.myshopify.com,https://hollyhoque.myshopify.com/products/modern-babydoll-blouse-brown,https://www.hollyhoque.com/products/modern-babydoll-blouse-brown,hollyhoque.com,Hollyhoque,hollyhoque@gmail.com,https://hollyhoque.myshopify.com/pages/customer-service,,,https://hollyhoque.myshopify.com/pages/customer-service,"[""https://www.facebook.com/hollyhoquesg"",""https://www.instagram.com/hollyhoque"",""https://www.tiktok.com/@hollyhoque""]",pages_examined=3,100,100,93,qualified,,
site:myshopify.com/products babydoll top,9,https://the-saved-collection.myshopify.com/products/free-people-by-we-the-free-denim-button-up-top-size-xs,the-saved-collection.myshopify.com,https://the-saved-collection.myshopify.com/products/free-people-by-we-the-free-denim-button-up-top-size-xs,https://the-saved-collection.myshopify.com/products/free-people-by-we-the-free-denim-button-up-top-size-xs,the-saved-collection.myshopify.com,The Saved Collection,thesavedcollection@gmail.com,https://the-saved-collection.myshopify.com/products/free-people-by-we-the-free-denim-button-up-top-size-xs,,,,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/"",""https://www.facebook.com/thesavedcollection/"",""https://instagram.com/thesavedcollection""]",pages_examined=5,100,100,83,qualified,,
site:myshopify.com/products babydoll top,10,https://ngome-lifestyle.myshopify.com/products/dammita-baby-doll-top?variant=46711365796027,ngome-lifestyle.myshopify.com,https://ngome-lifestyle.myshopify.com/products/dammita-baby-doll-top?variant=46711365796027,https://ngome-lifestyle.myshopify.com/products/dammita-baby-doll-top,ngome-lifestyle.myshopify.com,Ngome Lifestyle,info@ngomelifestyle.com,https://ngome-lifestyle.myshopify.com/policies/privacy-policy,02032023,https://ngome-lifestyle.myshopify.com/policies/privacy-policy,https://ngome-lifestyle.myshopify.com/policies/contact-information,"[""https://www.facebook.com/share/18hAqBUf6y/"",""https://www.instagram.com/shopngomelifestyle"",""https://youtube.com/@ngomelifestyletv1111"",""https://www.tiktok.com/@shopify"",""https://www.facebook.com/settings/""]",pages_examined=5,100,40,76,qualified,,
site:myshopify.com/products wrap skirt,1,https://johanna-ortiz.myshopify.com/products/velereando-ando-wrap-skirt,johanna-ortiz.myshopify.com,https://johanna-ortiz.myshopify.com/,https://www.johannaortiz.com/,johannaortiz.com,Johanna Ortiz,pr@johannaortiz.com,https://johanna-ortiz.myshopify.com/,110753043,https://johanna-ortiz.myshopify.com/pages/privacy-and-cookies,,"[""https://co.pinterest.com/johannaortizofficial/_created/"",""https://www.instagram.com/johannaortizofficial/"",""https://www.youtube.com/channel/UCJbrXDapUZNAwEUE8B94N_A"",""http://www.tiktok.com/@johannaortizofficial"",""https://www.facebook.com/privacy/policy/""]",pages_examined=4,100,100,96,qualified,,
site:myshopify.com/products wrap skirt,3,https://darn-good-yarn-2.myshopify.com/products/mesh-washing-bags-for-recycled-sari-garments,darn-good-yarn-2.myshopify.com,https://www.darngoodyarn.com/,https://www.darngoodyarn.com/,darngoodyarn.com,Darn Good Yarn,,,5188311703,https://www.darngoodyarn.com/,,"[""https://www.facebook.com/groups/ilovedarngoodyarngroup"",""https://www.facebook.com/groups/2748677481873604"",""https://www.instagram.com/darngoodyarn/"",""https://www.facebook.com/DGYarn/"",""https://www.youtube.com/channel/UCoXkzyY3-44fR1HrjATG02w"",""https://www.pinterest.com/darngoodyarn/"",""https://www.tiktok.com/@darngoodyarn"",""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/"",""https://www.facebook.com/groups/sariskirtgroup""]",pages_examined=5,100,100,84,qualified,,
site:myshopify.com/products wrap skirt,4,https://never-fully-dressed.myshopify.com/products/morocco-mini-wrap-skirt?variant=55789428277634,never-fully-dressed.myshopify.com,https://www.neverfullydressed.com/en-in/products/morocco-mini-wrap-skirt?variant=55789428277634,https://www.neverfullydressed.com/en-in/products/morocco-mini-wrap-skirt,neverfullydressed.com,Never Fully Dressed,love@neverfullydressed.com,https://www.neverfullydressed.com/en-in/products/morocco-mini-wrap-skirt?variant=55789428277634,303234363840,https://www.neverfullydressed.com/en-in/products/morocco-mini-wrap-skirt?variant=55789428277634,https://www.neverfullydressed.com/en-in/pages/contact-us,"[""https://www.facebook.com/neverfullydressed"",""https://www.instagram.com/neverfullydressed/"",""https://www.linkedin.com/company/never-fully-dressed/"",""https://uk.pinterest.com/nfd/"",""https://www.tiktok.com/@neverfullydressed"",""https://www.youtube.com/channel/UCe07eWF8MHkybeDBS6JKiow/videos""]",pages_examined=5; duplicate_results=2,100,100,100,qualified,,
site:myshopify.com/products wrap skirt,5,https://northernonline.myshopify.com/products/garden-girl-wrap-skirt,northernonline.myshopify.com,https://northernonline.myshopify.com/products/garden-girl-wrap-skirt,https://northernonline.myshopify.com/products/garden-girl-wrap-skirt,northernonline.myshopify.com,Northernonline,sales@northernbrands.com,https://northernonline.myshopify.com/pages/contact-us,610385939696,https://northernonline.myshopify.com/pages/contact-us,https://northernonline.myshopify.com/pages/contact-us,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/"",""https://www.facebook.com/settings/""]",pages_examined=3,100,100,94,qualified,,
site:myshopify.com/products wrap skirt,6,https://carmen-amsterdam.myshopify.com/products/walker-wrap-skirt-black,carmen-amsterdam.myshopify.com,https://carmen-amsterdam.myshopify.com/products/walker-wrap-skirt-black,https://www.carmenamsterdam.com/products/walker-wrap-skirt-black,carmenamsterdam.com,"Walker Wrap Skirt, Black",shop@carmenamsterdam.com,https://carmen-amsterdam.myshopify.com/products/walker-wrap-skirt-black,6001017,https://carmen-amsterdam.myshopify.com/products/walker-wrap-skirt-black,https://carmen-amsterdam.myshopify.com/pages/contact,"[""https://www.instagram.com/carmen.amsterdam/"",""https://www.instagram.com/monicamendi/p/Chw5C_iOmQ3/"",""https://www.instagram.com/p/DEZP9uGI4-N/"",""https://www.tiktok.com/@carmenamsterdam"",""https://nl.linkedin.com/company/carmen-amsterdam""]",pages_examined=5,100,100,100,qualified,,
site:myshopify.com/products wrap skirt,8,https://mimanera-com.myshopify.com/products/pleated-mini-wrap-skirt-dark-gray,mimanera-com.myshopify.com,https://mimanera-com.myshopify.com/products/pleated-mini-wrap-skirt-dark-gray,https://mimanera-com.myshopify.com/products/pleated-mini-wrap-skirt-dark-gray,mimanera-com.myshopify.com,MiManera.com,order.mimanera@gmail.com,https://mimanera-com.myshopify.com/products/pleated-mini-wrap-skirt-dark-gray,3436384042,https://mimanera-com.myshopify.com/products/pleated-mini-wrap-skirt-dark-gray,https://mimanera-com.myshopify.com/pages/contact-us,"[""https://www.facebook.com/Mimanera.brand"",""https://www.instagram.com/mimanera.shop/"",""https://www.facebook.com/messages/t/104702664217612""]",pages_examined=5,100,100,94,qualified,,
site:myshopify.com/products wrap skirt,10,https://chloe-dao-2.myshopify.com/products/indigo-blue-indo-wrap-skirt-dress,chloe-dao-2.myshopify.com,https://chloe-dao-2.myshopify.com/products/indigo-blue-indo-wrap-skirt-dress,https://chloe-dao-2.myshopify.com/products/indigo-blue-indo-wrap-skirt-dress,chloe-dao-2.myshopify.com,Indigo Blue Indo Wrap Skirt,shop@chloedao.com,https://chloe-dao-2.myshopify.com/pages/terms-of-use-privacy-policy,+18449263556,https://chloe-dao-2.myshopify.com/pages/terms-of-use-privacy-policy,https://chloe-dao-2.myshopify.com/pages/contact-us,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/"",""https://www.facebook.com/daochloedao/"",""https://www.instagram.com/daochloedao"",""https://www.pinterest.com/chloedao/"",""https://www.youtube.com/@daochloedao"",""https://www.tiktok.com/@chloedao8""]",pages_examined=5,100,100,94,qualified,,
site:myshopify.com/products palazzo pants,1,https://divnitycollections.myshopify.com/products/black-and-gold-exotic-palazzo-pants,divnitycollections.myshopify.com,https://divnitycollections.myshopify.com/products/black-and-gold-exotic-palazzo-pants,https://divnitycollections.myshopify.com/products/black-and-gold-exotic-palazzo-pants,divnitycollections.myshopify.com,Baroque Palazzo Pants,info@divinitycollection.com.au,https://divnitycollections.myshopify.com/products/black-and-gold-exotic-palazzo-pants,881012141618,https://divnitycollections.myshopify.com/products/black-and-gold-exotic-palazzo-pants,https://divnitycollections.myshopify.com/pages/contact-us,"[""https://www.facebook.com/divinity.collection"",""https://instagram.com/divinity_collection"",""https://www.youtube.com/channel/UCqycYVMDZgM94ViM_DsbUcQ""]",pages_examined=5,100,100,94,qualified,,
site:myshopify.com/products palazzo pants,4,https://houseoffabrosanz.myshopify.com/products/fabrosanz-frs-buckle-brown-palazzo-pants,houseoffabrosanz.myshopify.com,https://houseoffabrosanz.myshopify.com/products/fabrosanz-frs-buckle-brown-palazzo-pants,https://houseoffabrosanz.myshopify.com/products/fabrosanz-frs-buckle-brown-palazzo-pants,houseoffabrosanz.myshopify.com,houseoffabrosanz,info@fabrosanz.co.za,https://houseoffabrosanz.myshopify.com/pages/contact-us,3461530,https://houseoffabrosanz.myshopify.com/products/fabrosanz-frs-buckle-brown-palazzo-pants,https://houseoffabrosanz.myshopify.com/pages/contact-us,"[""https://facebook.com/fabrosanz"",""https://instagram.com/fabrosanz"",""https://twitter.com/fabrosanz"",""https://pinterest.com/HOUSEOFFABROSANZ"",""https://m.www.youtube.com/FABROSANZ"",""https://www.facebook.com/sharer.php"",""https://twitter.com/home"",""https://pinterest.com/pin/create/button/""]",pages_examined=3; duplicate_results=1,100,100,94,qualified,,
site:myshopify.com/products palazzo pants,5,https://covetandlou.myshopify.com/products/nitto-cama-palazzo-pants-blue-medium-lines,covetandlou.myshopify.com,https://covetandlou.myshopify.com/,https://covetandlou.com/,covetandlou.com,Covet + Lou,hello@covetandlou.com,https://covetandlou.myshopify.com/pages/contact,6175886812,https://covetandlou.myshopify.com/pages/contact,https://covetandlou.myshopify.com/pages/contact,"[""https://www.instagram.com/covetandlou""]",pages_examined=5,100,100,100,qualified,,
site:myshopify.com/products palazzo pants,7,https://nomad-the-label.myshopify.com/products/marrakech-linen-pants-blue?utm_source=shopthelook&utm_medium=organic,nomad-the-label.myshopify.com,https://www.nomadthelabel.com.au/collections/womens-wide-leg-pants?utm_medium=organic&utm_source=shopthelook,https://www.nomadthelabel.com.au/collections/womens-wide-leg-pants,nomadthelabel.com.au,Nomad the Label,customercare@nomadthelabel.com.au,https://www.nomadthelabel.com.au/collections/womens-wide-leg-pants?utm_medium=organic&utm_source=shopthelook,61438858313,https://www.nomadthelabel.com.au/collections/womens-wide-leg-pants?utm_medium=organic&utm_source=shopthelook,https://www.nomadthelabel.com.au/pages/contact-us,"[""https://m.facebook.com/pages/category/Fashion-Designer/Nomad-the-Label-101924494967834/"",""https://www.instagram.com/nomad.the.label/"",""https://www.youtube.com/channel/UCvUrFhRfrLwEN6xI4K-PRmg""]",pages_examined=5,100,100,100,qualified,,
site:myshopify.com/products palazzo pants,9,https://lotusandluna.myshopify.com/products/new-moon-blue-wide-leg-pants,lotusandluna.myshopify.com,https://lotusandluna.myshopify.com/products/new-moon-blue-wide-leg-pants,https://www.lotusandluna.com/products/new-moon-blue-wide-leg-pants,lotusandluna.com,New Moon Blue Wide Leg Pants,janelle@lotusandluna.com,https://lotusandluna.myshopify.com/policies/privacy-policy,10123035,https://lotusandluna.myshopify.com/products/new-moon-blue-wide-leg-pants,https://lotusandluna.myshopify.com/pages/gorgias-contact-us,"[""https://www.facebook.com/lotusandluna"",""https://www.instagram.com/shoplotusandluna/"",""https://www.youtube.com/channel/UCQvMMrQDBDazEK1z1TIgiOQ"",""https://www.pinterest.com/lotusandluna/_created/""]",pages_examined=5,100,40,82,qualified,,
site:myshopify.com/products palazzo pants,10,https://sistersandseekers.myshopify.com/products/wilbur-soft-wide-leg-pants-in-blue,sistersandseekers.myshopify.com,https://sistersandseekers.com/products/wilbur-soft-wide-leg-pants-in-blue,https://sistersandseekers.com/products/wilbur-soft-wide-leg-pants-in-blue,sistersandseekers.com,Sisters and Seekers,,,4622524,https://sistersandseekers.com/products/wilbur-soft-wide-leg-pants-in-blue,https://sistersandseekers.com/pages/contact-us,"[""https://instagram.com/sistersandseekers"",""https://www.facebook.com/SistersAndSeekersLtd"",""https://twitter.com/sisters_seekers"",""https://tiktok.com/@sistersandseekers"",""https://www.youtube.com/c/SistersSeekers"",""https://www.linkedin.com/company/sisters-and-seekers-ltd/""]",pages_examined=5,100,40,70,qualified,,
site:myshopify.com/products flare leggings,1,https://wiskii.myshopify.com/products/high-waist-flare-legging,wiskii.myshopify.com,https://wiskiiactive.com/products/high-waist-flare-legging?shpxid=452a044d-91fa-407e-9582-e2d9d3d6e777,https://wiskiiactive.com/products/high-waist-flare-legging,wiskiiactive.com,High-Waist Flare Legging,cc@wiskiiactive.com,https://wiskiiactive.com/pages/contact,,,https://wiskiiactive.com/pages/contact,"[""https://www.facebook.com/wiskiiactive/"",""https://www.instagram.com/wiskiiactive"",""https://www.pinterest.com/wiskiiactive"",""https://www.youtube.com/@wiskiiactive"",""https://www.tiktok.com/@wiskiiactive"",""https://www.facebook.com/groups/432913011230252"",""https://developers.facebook.com/docs/facebook-login/permissions""]",pages_examined=5; duplicate_results=4,100,100,93,qualified,,
site:myshopify.com/products flare leggings,2,https://laisla-shop.myshopify.com/products/r627pu1,laisla-shop.myshopify.com,https://laisla-shop.myshopify.com/products/r627pu1,https://us.crzyoga.com/products/r627pu1,us.crzyoga.com,Secretsculpt™ No Front Seam Flare Legging 31'',support@crzyoga.com,https://laisla-shop.myshopify.com/products/r627pu1,999999999,https://laisla-shop.myshopify.com/cdn/shop/t/307/assets/contact-us.css?v=162446539981805515011785319697,https://laisla-shop.myshopify.com/cdn/shop/t/307/assets/contact-us.css?v=162446539981805515011785319697,"[""https://www.instagram.com/crzyoga_us/"",""https://www.facebook.com/groups/crzcommunity/"",""https://twitter.com/crz_yoga"",""https://www.facebook.com/uscrzyogacom/"",""https://www.youtube.com/@crzyogaofficial"",""https://www.pinterest.com/crzyoga"",""https://www.tiktok.com/@crzyoga""]",pages_examined=5,100,100,100,qualified,,
site:myshopify.com/products flare leggings,6,https://shopfireflyboutique.myshopify.com/products/venice-high-waist-flare-leggings,shopfireflyboutique.myshopify.com,https://shopfireflyboutique.myshopify.com/products/venice-high-waist-flare-leggings,https://shopfireflyboutique.myshopify.com/products/venice-high-waist-flare-leggings,shopfireflyboutique.myshopify.com,Shop Firefly Boutique,savannah@shopfireflyboutique.com,https://shopfireflyboutique.myshopify.com/pages/contact-us,8123511402,https://shopfireflyboutique.myshopify.com/pages/contact-us,https://shopfireflyboutique.myshopify.com/pages/contact-us,"[""https://www.facebook.com/FireflyBoutiqueHuntingburg"",""https://www.instagram.com/fireflyon4th"",""https://www.facebook.com/sharer.php""]",pages_examined=2,100,100,94,qualified,,
site:myshopify.com/products flare leggings,7,https://relodestorecom.myshopify.com/products/clean-tights-flared-svart,relodestorecom.myshopify.com,https://relodestore.com/products/clean-tights-flared-svart,https://relodestore.com/products/clean-tights-flared-svart,relodestore.com,relodestore.com,info@relode.se,https://relodestore.com/policies/privacy-policy,47266665,https://relodestore.com/products/clean-tights-flared-svart,https://relodestore.com/pages/help-center,"[""https://www.instagram.com/relode/"",""https://www.facebook.com/Relode.se/"",""https://www.tiktok.com/@relodeathletes""]",pages_examined=5,100,80,94,qualified,,
site:myshopify.com/products flare leggings,9,https://leadsconnect.myshopify.com/products/luna-moth-brown-flare-leggings-with-moon-phases,leadsconnect.myshopify.com,https://www.activelineage.com/products/luna-moth-brown-flare-leggings-with-moon-phases,https://www.activelineage.com/products/luna-moth-brown-flare-leggings-with-moon-phases,activelineage.com,Luna Moth Brown Flare Leggings With Moon Phases,support@subliminator.com,https://www.activelineage.com/products/luna-moth-brown-flare-leggings-with-moon-phases,,,https://www.activelineage.com/pages/contact-us,"[""https://www.facebook.com/activelineage"",""https://www.instagram.com/activelineage/"",""https://www.youtube.com/@ActiveLineage"",""https://www.tiktok.com/@activelineage"",""https://x.com/activelineage"",""https://www.pinterest.com/activelineage/"",""https://www.facebook.com/adpreferences/ad_settings"",""https://www.facebook.com/login/"",""https://www.instagram.com/accounts/login/""]",pages_examined=5,100,100,93,qualified,,
site:myshopify.com/products flare leggings,10,https://my-westside.myshopify.com/products/hop-kids-girls-lilac-printed-high-rise-cotton-blend-flare-leggings-301050132?vsFromReqId=019e3e0e7b0bf137b6237884b3983e&vsFromPid=8041022062645&vsFromImUrl=https%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0266%2F6276%2F4597%2Ffiles%2F301050140OFFWHITE_01.jpg%3Fv%3D1769065281&vsFromProductUrl=https%3A%2F%2Fmy-westside.myshopify.com%2Fproducts%2Fhop-kids-girls-off-white-embroidered-cotton-top-301050140&vsFromPos=1,my-westside.myshopify.com,https://checkout.westside.com/products/hop-kids-girls-lilac-printed-high-rise-cotton-blend-flare-leggings-301050132?vsFromReqId=019e3e0e7b0bf137b6237884b3983e&vsFromPid=8041022062645&vsFromImUrl=https%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0266%2F6276%2F4597%2Ffiles%2F301050140OFFWHITE_01.jpg%3Fv%3D1769065281&vsFromProductUrl=https%3A%2F%2Fmy-westside.myshopify.com%2Fproducts%2Fhop-kids-girls-off-white-embroidered-cotton-top-301050140&vsFromPos=1,https://checkout.westside.com/products/hop-kids-girls-lilac-printed-high-rise-cotton-blend-flare-leggings-301050132,checkout.westside.com,Westside,westside@trent-tata.com,https://checkout.westside.com/products/hop-kids-girls-lilac-printed-high-rise-cotton-blend-flare-leggings-301050132?vsFromReqId=019e3e0e7b0bf137b6237884b3983e&vsFromPid=8041022062645&vsFromImUrl=https%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0266%2F6276%2F4597%2Ffiles%2F301050140OFFWHITE_01.jpg%3Fv%3D1769065281&vsFromProductUrl=https%3A%2F%2Fmy-westside.myshopify.com%2Fproducts%2Fhop-kids-girls-off-white-embroidered-cotton-top-301050140&vsFromPos=1,837719900,https://checkout.westside.com/products/hop-kids-girls-lilac-printed-high-rise-cotton-blend-flare-leggings-301050132?vsFromReqId=019e3e0e7b0bf137b6237884b3983e&vsFromPid=8041022062645&vsFromImUrl=https%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0266%2F6276%2F4597%2Ffiles%2F301050140OFFWHITE_01.jpg%3Fv%3D1769065281&vsFromProductUrl=https%3A%2F%2Fmy-westside.myshopify.com%2Fproducts%2Fhop-kids-girls-off-white-embroidered-cotton-top-301050140&vsFromPos=1,https://checkout.westside.com/pages/contact-number,"[""https://www.facebook.com/sharer/sharer.php"",""https://twitter.com/intent/tweet"",""https://pinterest.com/pin/create/button/"",""https://twitter.com/westsidestores"",""https://www.facebook.com/westsidefanpage/"",""https://www.instagram.com/westsidestores/"",""https://www.youtube.com/user/WestsideStores""]",pages_examined=5,100,100,100,qualified,,
