shop_type,generated_query,query_score,query_generation_reason,search_query,google_rank,google_result_url,myshopify_domain,final_url,canonical_url,resolved_domain,store_name,email,email_source_url,phone,phone_source_url,contact_url,social_profiles,additional_information,shopify_confidence,relevance_score,lead_score,status,rejection_reason,error
eyewear,site:myshopify.com/products clip on sunglasses,98.5,Concrete format term likely to appear in product titles.,site:myshopify.com/products clip on sunglasses,6,https://moscot.myshopify.com/products/clipzen-gold-custom-made-tints,moscot.myshopify.com,https://moscot.myshopify.com/products/clipzen-gold-custom-made-tints,https://moscot.com/products/clipzen-gold-custom-made-tints,moscot.com,CLIPZEN GOLD WITH CUSTOM MADE TINTS™,support@moscot.com,https://moscot.myshopify.com/products/clipzen-gold-custom-made-tints,19072887783486,https://moscot.myshopify.com/products/clipzen-gold-custom-made-tints,https://moscot.myshopify.com/pages/contact-us,"[""https://www.facebook.com/MOSCOT/"",""https://www.instagram.com/moscotnyc/"",""https://www.pinterest.com/moscot/"",""https://www.youtube.com/user/moscotnyc"",""https://www.tiktok.com/@moscotnyc""]",pages_examined=5,100,80,94,qualified,,
eyewear,site:myshopify.com/products clip on sunglasses,98.5,Concrete format term likely to appear in product titles.,site:myshopify.com/products clip on sunglasses,7,https://ffd31d-3.myshopify.com/products/platinum-vehicle-eyewear-clip-acyjn-b01?pr_prod_strat=e5_desc&pr_rec_id=7b09c01f4&pr_rec_pid=9228432998713&pr_ref_pid=9227915886905&pr_seq=uniform,ffd31d-3.myshopify.com,https://baseusindiaofficial.com/products/platinum-vehicle-eyewear-clip-acyjn-b01?pr_prod_strat=e5_desc&pr_rec_id=7b09c01f4&pr_rec_pid=9228432998713&pr_ref_pid=9227915886905&pr_seq=uniform,https://baseusindiaofficial.com/products/platinum-vehicle-eyewear-clip-acyjn-b01,baseusindiaofficial.com,Baseus India Official Store,seller.lifeazy@gmail.com,https://baseusindiaofficial.com/products/platinum-vehicle-eyewear-clip-acyjn-b01?pr_prod_strat=e5_desc&pr_rec_id=7b09c01f4&pr_rec_pid=9228432998713&pr_ref_pid=9227915886905&pr_seq=uniform,6953156220119,https://baseusindiaofficial.com/products/platinum-vehicle-eyewear-clip-acyjn-b01?pr_prod_strat=e5_desc&pr_rec_id=7b09c01f4&pr_rec_pid=9228432998713&pr_ref_pid=9227915886905&pr_seq=uniform,https://baseusindiaofficial.com/pages/contact,"[""https://www.facebook.com/sharer/sharer.php"",""https://www.facebook.com/shopify"",""https://www.instagram.com/shopify/""]",pages_examined=5,100,100,100,qualified,,
eyewear,site:myshopify.com/products clip on sunglasses,98.5,Concrete format term likely to appear in product titles.,site:myshopify.com/products clip on sunglasses,8,https://the-classy-coope-boutique.myshopify.com/products/trucker-claw-clip-opal,the-classy-coope-boutique.myshopify.com,https://the-classy-coope-boutique.myshopify.com/,https://the-classy-coope-boutique.myshopify.com/,the-classy-coope-boutique.myshopify.com,The Classy Coope Boutique,,,,,https://the-classy-coope-boutique.myshopify.com/pages/contact,"[""https://www.facebook.com/theclassycoopeboutique"",""https://www.instagram.com/theclassycoopeboutique"",""https://www.tiktok.com/@theclassycoope""]",pages_examined=3,100,80,69,qualified,,
eyewear,site:myshopify.com/products clip on sunglasses,98.5,Concrete format term likely to appear in product titles.,site:myshopify.com/products clip on sunglasses,9,https://zenottic-eyeglasses.myshopify.com/products/best-prescription-sunglasses,zenottic-eyeglasses.myshopify.com,https://www.zenottic.com/products/best-prescription-sunglasses,https://www.zenottic.com/products/best-prescription-sunglasses,zenottic.com,ZENOTTIC Eyewear,info@zenottic.com,https://www.zenottic.com/products/best-prescription-sunglasses,44633950978214,https://www.zenottic.com/products/best-prescription-sunglasses,https://www.zenottic.com/pages/contact-us,"[""https://www.facebook.com/sharer/sharer.php"",""http://twitter.com/share"",""http://pinterest.com/pin/create/button/"",""https://www.facebook.com/profile.php"",""https://www.instagram.com/zenottic_us/"",""https://www.pinterest.com/zenotticeyewear/"",""https://www.tiktok.com/@zenotticglasses"",""https://www.youtube.com/@zenotticeyewear""]",pages_examined=5; duplicate_results=1,100,80,94,qualified,,
eyewear,site:myshopify.com/products smart glasses,97,Direct category term for an emerging purchasable product type.,site:myshopify.com/products smart glasses,1,https://blackview-store.myshopify.com/products/bv100-ai-glasses-price?utm_source=Klaviyo&utm_medium=email&_kx=gVRvOvCS7oynSxEIWHF69MsCMT0fF41lJxpLgwlaP6rg6mlm1IC-lGENbJtAstdN.VPAs82,blackview-store.myshopify.com,https://store.blackview.hk/products/bv100-ai-glasses-price?utm_source=Klaviyo&utm_medium=email&_kx=gVRvOvCS7oynSxEIWHF69MsCMT0fF41lJxpLgwlaP6rg6mlm1IC-lGENbJtAstdN.VPAs82,https://store.blackview.hk/products/bv100-ai-glasses-price,store.blackview.hk,Blackview Official Store,joanna@blackview.hk,https://store.blackview.hk/products/bv100-ai-glasses-price?utm_source=Klaviyo&utm_medium=email&_kx=gVRvOvCS7oynSxEIWHF69MsCMT0fF41lJxpLgwlaP6rg6mlm1IC-lGENbJtAstdN.VPAs82,730030000,https://store.blackview.hk/products/bv100-ai-glasses-price?utm_source=Klaviyo&utm_medium=email&_kx=gVRvOvCS7oynSxEIWHF69MsCMT0fF41lJxpLgwlaP6rg6mlm1IC-lGENbJtAstdN.VPAs82,https://store.blackview.hk/pages/contact-us,[],pages_examined=5; duplicate_results=1,100,100,98,qualified,,
eyewear,site:myshopify.com/products smart glasses,97,Direct category term for an emerging purchasable product type.,site:myshopify.com/products smart glasses,3,https://lensabl.myshopify.com/products/echo-frames-lenses,lensabl.myshopify.com,https://www.lensabl.com/products/echo-frames-lenses,https://www.lensabl.com/products/echo-frames-lenses,lensabl.com,Lensabl,hello@lensabl.com,https://www.lensabl.com/products/echo-frames-lenses,,,https://www.lensabl.com/policies/contact-information,[],pages_examined=5; duplicate_results=2,100,100,91,qualified,,
eyewear,site:myshopify.com/products smart glasses,97,Direct category term for an emerging purchasable product type.,site:myshopify.com/products smart glasses,4,https://usemyframe.myshopify.com/products/prescription-lenses,usemyframe.myshopify.com,https://usemyframe.com/products/prescription-lenses,https://usemyframe.com/products/prescription-lenses,usemyframe.com,UseMyFrame,usemyframe@gmail.com,https://usemyframe.com/products/prescription-lenses,7861965,https://usemyframe.com/products/prescription-lenses,https://usemyframe.com/pages/contact-us,"[""https://www.facebook.com/sharer.php"",""https://www.facebook.com/UseMyFrame"",""https://www.youtube.com/channel/UCrdwah5wf82dWKVZ-tZKsnA""]",pages_examined=5,100,100,100,qualified,,
eyewear,site:myshopify.com/products smart glasses,97,Direct category term for an emerging purchasable product type.,site:myshopify.com/products smart glasses,5,https://sjbmw-parts.myshopify.com/products/connected-ride-smartglasses,sjbmw-parts.myshopify.com,https://sjbmw-parts.myshopify.com/products/connected-ride-smartglasses,https://sjbmw-parts.myshopify.com/products/connected-ride-smartglasses,sjbmw-parts.myshopify.com,San Jose BMW,,,40861821541990,https://sjbmw-parts.myshopify.com/products/connected-ride-smartglasses,https://sjbmw-parts.myshopify.com/products/s1000r-cowl-support,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/"",""https://www.facebook.com/SJBMW"",""https://www.instagram.com/sanjosebmw/""]",pages_examined=3,100,100,82,qualified,,
eyewear,site:myshopify.com/products smart glasses,97,Direct category term for an emerging purchasable product type.,site:myshopify.com/products smart glasses,7,https://ca6e21-3.myshopify.com/products/dolphin-eyewear-finder-ios,ca6e21-3.myshopify.com,https://home.tag8.co/products/dolphin-eyewear-finder-ios-accessory-kit,https://home.tag8.co/products/dolphin-eyewear-finder-ios-accessory-kit,home.tag8.co,,,,,,,[],"{""passwordProtected"":true,""textLength"":9474,""queryTerms"":[""smart"",""glasses""]}",100,80,69,rejected,inactive_store,
eyewear,site:myshopify.com/products smart glasses,97,Direct category term for an emerging purchasable product type.,site:myshopify.com/products smart glasses,8,https://divinustech.myshopify.com/products/audio-sunglasses-gt03-05,divinustech.myshopify.com,https://divinustech.com/products/divinus-gt03-05,https://divinustech.com/products/divinus-gt03-05,divinustech.com,Divinus,service@divinustech.com,https://divinustech.com/products/divinus-gt03-05,,,https://divinustech.com/pages/contact-us,"[""https://x.com/divinusglasses"",""https://www.facebook.com/divinusglasses"",""https://www.pinterest.com/divinusglasses"",""https://www.instagram.com/divinusglasses"",""https://www.tiktok.com/@divinus.eyewear"",""https://www.youtube.com/@divinusglasses""]",pages_examined=5,100,100,93,qualified,,
eyewear,site:myshopify.com/products smart glasses,97,Direct category term for an emerging purchasable product type.,site:myshopify.com/products smart glasses,9,https://hq5w5y-bu.myshopify.com/products/lenovo-8k-ai-smarta-glasogon-transparenta-bagar-fotokromatiska-linser,hq5w5y-bu.myshopify.com,https://somai.store/products/lenovo-8k-ai-smarta-glasogon-transparenta-bagar-fotokromatiska-linser,https://somai.store/products/lenovo-8k-ai-smarta-glasogon-transparenta-bagar-fotokromatiska-linser,somai.store,somai.store,info@somai.store,https://somai.store/policies/contact-information,+460108085642,https://somai.store/policies/contact-information,https://somai.store/policies/contact-information,"[""https://x.com/RSomai23413"",""https://www.facebook.com/groups/890064197359350"",""https://se.pinterest.com/somaistore"",""https://www.instagram.com/somai.store/"",""https://www.tiktok.com/@somai.store"",""https://www.youtube.com/channel/UC92e7z20J5dJSjBRTm2qSRg""]",pages_examined=5,100,80,94,qualified,,
eyewear,site:myshopify.com/products smart glasses,97,Direct category term for an emerging purchasable product type.,site:myshopify.com/products smart glasses,10,https://7m7gzs-iv.myshopify.com/products/ls25430,7m7gzs-iv.myshopify.com,https://vbyvye.com/products/ls25430,https://vbyvye.com/products/ls25430,vbyvye.com,V BY VYE,info@vbyvye.com,https://vbyvye.com/pages/contact,5518140,https://vbyvye.com/products/ls25430,https://vbyvye.com/pages/contact,"[""https://www.facebook.com/vbyvye/"",""https://www.instagram.com/vbyvye/"",""https://www.tiktok.com/@vbyvye"",""https://www.youtube.com/@vbyvyeeyewear"",""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/""]",pages_examined=4,100,80,94,qualified,,
eyewear,site:myshopify.com/products rimless glasses,93.67,Uses established frame construction vocabulary.,site:myshopify.com/products rimless glasses,1,https://xsunglassesx.myshopify.com/products/denisa-trendy-semi-rimless-sunglasses-women-fashion-round-big-glasses-retro-oversized-eyewear-men-uv400-zonnebril-dames-g17070,xsunglassesx.myshopify.com,https://xsunglassesx.myshopify.com/products/denisa-trendy-semi-rimless-sunglasses-women-fashion-round-big-glasses-retro-oversized-eyewear-men-uv400-zonnebril-dames-g17070,https://xsunglassesx.myshopify.com/products/denisa-trendy-semi-rimless-sunglasses-women-fashion-round-big-glasses-retro-oversized-eyewear-men-uv400-zonnebril-dames-g17070,xsunglassesx.myshopify.com,xsunglassesx,,,,,,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/""]",pages_examined=2,100,100,71,rejected,no_contact_information,
eyewear,site:myshopify.com/products rimless glasses,93.67,Uses established frame construction vocabulary.,site:myshopify.com/products rimless glasses,2,https://glassesindia.myshopify.com/products/gold-unisex-lightweight-rimless-frameless-rectangle-reading-glasses-for-men-women-fashion-readers-reading-glasses,glassesindia.myshopify.com,https://www.glassesindia.com/products/gold-unisex-lightweight-rimless-frameless-rectangle-reading-glasses-for-men-women-fashion-readers-reading-glasses,https://www.glassesindia.com/products/gold-unisex-lightweight-rimless-frameless-rectangle-reading-glasses-for-men-women-fashion-readers-reading-glasses,glassesindia.com,Gold Rimless Frameless Rectangle Reading Glasses For Men Women,cs@valueplusmarketing.in,https://www.glassesindia.com/pages/about-us,+918169394813,https://www.glassesindia.com/products/gold-unisex-lightweight-rimless-frameless-rectangle-reading-glasses-for-men-women-fashion-readers-reading-glasses,https://www.glassesindia.com/pages/contact-us,"[""https://twitter.com/GlassesIndia"",""https://www.facebook.com/Glasses-India-103984134714965/"",""https://www.pinterest.com/glassesindia"",""http://instagram.com/glassesindiaonline"",""https://www.youtube.com/channel/UCGh1I5mfq_hcCUd4lTUVe9w""]",pages_examined=5,100,100,100,qualified,,
eyewear,site:myshopify.com/products rimless glasses,93.67,Uses established frame construction vocabulary.,site:myshopify.com/products rimless glasses,4,https://dkydv0-79.myshopify.com/products/chrome-hearts-black-bead-cross-necklace,dkydv0-79.myshopify.com,https://zeonx.in/products/chrome-hearts-black-bead-cross-necklace,https://zeonx.in/products/chrome-hearts-black-bead-cross-necklace,zeonx.in,ZeonX,zeonxsupport@gmail.com,https://zeonx.in/policies/privacy-policy,,,https://zeonx.in/policies/contact-information,"[""https://www.instagram.com/zeonx.in""]",pages_examined=5,100,100,93,qualified,,
eyewear,site:myshopify.com/products rimless glasses,93.67,Uses established frame construction vocabulary.,site:myshopify.com/products rimless glasses,5,https://sachinteststore.myshopify.com/products/simplicityr586r,sachinteststore.myshopify.com,https://sachinteststore.myshopify.com/products/simplicityr586r,https://sachinteststore.myshopify.com/products/simplicityr586r,sachinteststore.myshopify.com,SachinTestStore,,,356566333,https://sachinteststore.myshopify.com/products/simplicityr586r,,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/"",""https://twitter.com/shopify"",""https://facebook.com/shopify"",""https://instagram.com/shopify""]",pages_examined=2,100,80,72,qualified,,
eyewear,site:myshopify.com/products rimless glasses,93.67,Uses established frame construction vocabulary.,site:myshopify.com/products rimless glasses,7,https://jubleelens-eyeglass.myshopify.com/products/jubleelens%C2%AE-kids-frameq-for-eye-protection-purple-1,jubleelens-eyeglass.myshopify.com,https://jubleelens.com/products/spectacles-rimless-multicolor-collection-frame,https://jubleelens.com/products/spectacles-rimless-multicolor-collection-frame,jubleelens.com,Spectacles Rimless Multicolor collection Frame,support@jubleelens.com,https://jubleelens.com/products/spectacles-rimless-multicolor-collection-frame,+91805530801310,https://jubleelens.com/products/spectacles-rimless-multicolor-collection-frame,https://jubleelens.com/hi/pages/contact-us,"[""https://www.facebook.com/Jubleelens"",""https://www.instagram.com/jubleelens_eyeglasses/"",""https://www.youtube.com/channel/UC98X9Fo573O0IhM3d5P5bQw"",""https://x.com/supportcare11"",""https://in.pinterest.com/jubleelens/""]",pages_examined=5; duplicate_results=1,100,80,94,qualified,,
eyewear,site:myshopify.com/products rimless glasses,93.67,Uses established frame construction vocabulary.,site:myshopify.com/products rimless glasses,8,https://dina-cs-fab-and-funky-consignment-boutique.myshopify.com/products/chanel-vintage-orange-rimless-sunglasses,dina-cs-fab-and-funky-consignment-boutique.myshopify.com,https://dina-cs-fab-and-funky-consignment-boutique.myshopify.com/products/chanel-vintage-orange-rimless-sunglasses,https://dina-cs-fab-and-funky-consignment-boutique.myshopify.com/products/chanel-vintage-orange-rimless-sunglasses,dina-cs-fab-and-funky-consignment-boutique.myshopify.com,Dina C's Fab and Funky Consignment Boutique,dinacfabandfunky@icloud.com,https://dina-cs-fab-and-funky-consignment-boutique.myshopify.com/pages/contact-us,5616591420,https://dina-cs-fab-and-funky-consignment-boutique.myshopify.com/pages/contact-us,https://dina-cs-fab-and-funky-consignment-boutique.myshopify.com/pages/contact-us,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/"",""https://www.instagram.com/dinacfabandfunky/""]",pages_examined=3,100,80,88,qualified,,
eyewear,site:myshopify.com/products rimless glasses,93.67,Uses established frame construction vocabulary.,site:myshopify.com/products rimless glasses,10,https://dita-eyewear-sandbox.myshopify.com/products/flight-006,dita-eyewear-sandbox.myshopify.com,https://dita.com/en-in/products/flight-006,https://dita.com/en-in/products/flight-006,dita.com,FLIGHT.006,support@dita.com,https://dita.com/en-in/products/flight-006,8882452202,https://dita.com/en-in/products/flight-006,https://dita.com/en-in/pages/contact,"[""https://www.instagram.com/ditaeyewear/"",""https://www.facebook.com/ditaeyewear/"",""https://twitter.com/ditaeyewear"",""https://www.pinterest.com/ditaeyewear/_created"",""https://www.youtube.com/user/ditaeyewear/"",""https://www.linkedin.com/company/dita-eyewear/""]",pages_examined=5,100,80,94,qualified,,
eyewear,site:myshopify.com/products oval frame glasses,92.13,Targets a concrete shape-based product family.,site:myshopify.com/products oval frame glasses,2,https://banbeeyewear.myshopify.com/products/the-rodrigo-black-black,banbeeyewear.myshopify.com,https://banbeeyewear.myshopify.com/products/the-rodrigo-black-black,https://www.banbeeyewear.com/products/the-rodrigo-black-black,banbeeyewear.com,"THE RODRIGO - BLACK-BLACKThe Rodrigo by BANBE are oval sunglasses designed with a sleek, streamlined silhouette for effortlessly refined styling. Featuring a refined oval frame shape and elevated detailing, this versatile style delivers a polished finish with a contemporary edge. Featuring;acetate frame construction oval sunglasses silhouette gold hardware engraved with BANBE logo on outer left arm style details printed in gold foil on inner right arm scratch-resistant lenses polarisation degree | A degree UV protection | Cat 3 includes branded case and cleaning cloth designed in Australia width | 14cm | lens height | 3cm | arm length | 14cm | nose bridge | 1.9cmAvailable in Black-Black, Dark Cacao-Espresso, Coffee-Coffee and Toffee Tort-Chocolate.B-1217-BLKBLK-15506-146783-357628 $99.95 SUNGLASSES BANBE",enquiries@banbeeyewear.com,https://banbeeyewear.myshopify.com/products/the-rodrigo-black-black,0275010015,https://banbeeyewear.myshopify.com/pages/contact-us,https://banbeeyewear.myshopify.com/pages/contact-us,"[""https://www.instagram.com/banbeeyewear"",""https://www.facebook.com/settings/""]",pages_examined=4,100,80,94,qualified,,
eyewear,site:myshopify.com/products oval frame glasses,92.13,Targets a concrete shape-based product family.,site:myshopify.com/products oval frame glasses,3,https://sojosstore.myshopify.com/products/rsj2611,sojosstore.myshopify.com,https://sojosstore.myshopify.com/products/rsj2611,https://www.sojosvision.com/products/rsj2611,sojosvision.com,SOJOS,help@sojosvision.com,https://sojosstore.myshopify.com/products/rsj2611,46641409032440,https://sojosstore.myshopify.com/products/rsj2611,https://sojosstore.myshopify.com/pages/contact-us-support,"[""https://www.instagram.com/sojosvision/"",""https://www.tiktok.com/@sojosvision"",""https://www.facebook.com/groups/489051055723424"",""https://www.pinterest.com/sojosvision/"",""https://www.youtube.com/@SojosVision""]",pages_examined=5; duplicate_results=2,100,80,94,qualified,,
eyewear,site:myshopify.com/products oval frame glasses,92.13,Targets a concrete shape-based product family.,site:myshopify.com/products oval frame glasses,4,https://quayusa.myshopify.com/products/anyways,quayusa.myshopify.com,https://www.quay.com/products/anyways,https://www.quay.com/products/anyways,quay.com,Home,helpdesk@quay.com,https://www.quay.com/pages/privacy-policy,74118078274,https://www.quay.com/pages/privacy-policy,,"[""https://www.tiktok.com/@quay"",""https://www.instagram.com/quayaustralia/"",""https://www.facebook.com/quayaustralia/"",""https://www.pinterest.com/quayaustralia/"",""https://www.tiktok.com/@quayaustralia""]",pages_examined=5,100,80,90,qualified,,
eyewear,site:myshopify.com/products oval frame glasses,92.13,Targets a concrete shape-based product family.,site:myshopify.com/products oval frame glasses,5,https://bouquet-casting-co-2.myshopify.com/products/pressed-flower-frame,bouquet-casting-co-2.myshopify.com,https://bouquetcasting.co/products/pressed-flower-frame,https://bouquetcasting.co/products/pressed-flower-frame,bouquetcasting.co,Pressed Flower Frame,info@bouquetcasting.com,https://bouquetcasting.co/pages/contact,3022526394,https://bouquetcasting.co/products/pressed-flower-frame,https://bouquetcasting.co/pages/contact,"[""https://www.instagram.com/bouquetcastingco/"",""https://www.facebook.com/BouquetCastingCompany"",""https://www.pinterest.com/bouquetcastingco/"",""https://www.youtube.com/@bouquetcastingco""]",pages_examined=5,100,53,86,qualified,,
eyewear,site:myshopify.com/products oval frame glasses,92.13,Targets a concrete shape-based product family.,site:myshopify.com/products oval frame glasses,6,https://marymaguireart.myshopify.com/products/ships-at-sea-5-1-2-x-6-3-4-inch-gilt-oval-per-piece,marymaguireart.myshopify.com,https://marymaguireart.myshopify.com/,https://marymaguireart.myshopify.com/,marymaguireart.myshopify.com,marymaguireart,studio@marymaguireart.com,https://marymaguireart.myshopify.com/pages/about-us/follow,,,https://marymaguireart.myshopify.com/pages/contact,"[""https://www.instagram.com/marymaguireart/""]",pages_examined=5,100,53,73,qualified,,
eyewear,site:myshopify.com/products oval frame glasses,92.13,Targets a concrete shape-based product family.,site:myshopify.com/products oval frame glasses,7,https://veromoda-india.myshopify.com/products/901888401-pink-oval-framed-sunglasses?vsFromReqId=019b94f5cafe01518a4fa5c78c6ea5&vsFromPid=10074815234326&vsFromPos=1,veromoda-india.myshopify.com,https://www.veromoda.in/products/901888401-pink-oval-framed-sunglasses?vsFromReqId=019b94f5cafe01518a4fa5c78c6ea5&vsFromPid=10074815234326&vsFromPos=1,https://www.veromoda.in/products/901888401-pink-oval-framed-sunglasses,veromoda.in,VERO MODA,help@veromoda.in,https://www.veromoda.in/products/901888401-pink-oval-framed-sunglasses?vsFromReqId=019b94f5cafe01518a4fa5c78c6ea5&vsFromPid=10074815234326&vsFromPos=1,18002660006,https://www.veromoda.in/products/901888401-pink-oval-framed-sunglasses?vsFromReqId=019b94f5cafe01518a4fa5c78c6ea5&vsFromPid=10074815234326&vsFromPos=1,https://www.veromoda.in/pages/contact,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/intent/tweet"",""https://pinterest.com/pin/create/button/"",""https://www.facebook.com/VeroModaIndia"",""https://twitter.com/veromodaindia"",""https://www.instagram.com/veromodaindia"",""https://www.youtube.com/user/VeroModaInd""]",pages_examined=5; duplicate_results=1,100,80,94,qualified,,
eyewear,site:myshopify.com/products oval frame glasses,92.13,Targets a concrete shape-based product family.,site:myshopify.com/products oval frame glasses,10,https://petiteglasses-com.myshopify.com/products/heather-petite-glasses,petiteglasses-com.myshopify.com,https://petiteglasses.com/,https://petiteglasses.com/,petiteglasses.com,PetiteGlasses.com,contact@petiteglasses.com,https://petiteglasses.com/,481613836,https://petiteglasses.com/,https://petiteglasses.com/pages/contact,"[""https://x.com/petiteglasses"",""https://www.facebook.com/PetiteGlasses"",""https://www.pinterest.com/petiteglasses/"",""https://www.instagram.com/petiteglassesdotcom/"",""https://www.youtube.com/@petiteglassesdotcom574""]",pages_examined=4,100,80,94,qualified,,
eyewear,site:myshopify.com/products driving glasses,90.13,Specific purchasable use-case phrase rather than an informational query.,site:myshopify.com/products driving glasses,1,https://sdc044.myshopify.com/products/classic-polarized-sunglasses-men-glasses-driving-coating-black-frame-fishing-driving-eyewear-male-sun-glasses-oculos-pl278,sdc044.myshopify.com,https://sdc044.myshopify.com/products/classic-polarized-sunglasses-men-glasses-driving-coating-black-frame-fishing-driving-eyewear-male-sun-glasses-oculos-pl278,https://sdc044.myshopify.com/products/classic-polarized-sunglasses-men-glasses-driving-coating-black-frame-fishing-driving-eyewear-male-sun-glasses-oculos-pl278,sdc044.myshopify.com,SDC044,,,,,,"[""https://twitter.com/intent/tweet"",""https://www.facebook.com/sharer/sharer.php"",""https://pinterest.com/pin/create/button/""]",pages_examined=1,100,100,71,rejected,no_contact_information,
eyewear,site:myshopify.com/products driving glasses,90.13,Specific purchasable use-case phrase rather than an informational query.,site:myshopify.com/products driving glasses,2,https://showcase-sunglasses.myshopify.com/products/polaroid-driving-sunglasses,showcase-sunglasses.myshopify.com,https://showcase-sunglasses.myshopify.com/products/polaroid-driving-sunglasses,https://showcase-sunglasses.myshopify.com/products/polaroid-driving-sunglasses,showcase-sunglasses.myshopify.com,Showcase Sunglasses,showcasesunglasses@gmail.com,https://showcase-sunglasses.myshopify.com/products/polaroid-driving-sunglasses,,,https://showcase-sunglasses.myshopify.com/pages/contact-us,"[""https://www.facebook.com/Showcase-Sunglasses-662372103951288/"",""https://www.pinterest.com/showcasesunglasses/"",""https://www.instagram.com/showcasesunglasses/""]",pages_examined=4; duplicate_results=2,100,80,81,qualified,,
eyewear,site:myshopify.com/products driving glasses,90.13,Specific purchasable use-case phrase rather than an informational query.,site:myshopify.com/products driving glasses,3,https://sdc032.myshopify.com/products/kingseven-men-polarized-sunglasses-aluminum-magnesium-sun-glasses-driving-glasses-rectangle-shades-for-men-oculos-masculino-male,sdc032.myshopify.com,https://sdc032.myshopify.com/products/kingseven-men-polarized-sunglasses-aluminum-magnesium-sun-glasses-driving-glasses-rectangle-shades-for-men-oculos-masculino-male,https://sdc032.myshopify.com/products/kingseven-men-polarized-sunglasses-aluminum-magnesium-sun-glasses-driving-glasses-rectangle-shades-for-men-oculos-masculino-male,sdc032.myshopify.com,SDC032,,,,,,"[""https://twitter.com/intent/tweet"",""https://www.facebook.com/sharer/sharer.php"",""https://pinterest.com/pin/create/button/""]",pages_examined=1,100,100,71,rejected,no_contact_information,
eyewear,site:myshopify.com/products driving glasses,90.13,Specific purchasable use-case phrase rather than an informational query.,site:myshopify.com/products driving glasses,4,https://eddie-vocal.myshopify.com/products/forauto-night-vision-driver-goggles-unisex-hd-vision-sun-glasses-car-driving-glasses-uv-protection-sunglasses-eyewear,eddie-vocal.myshopify.com,https://eddie-vocal.myshopify.com/products/forauto-night-vision-driver-goggles-unisex-hd-vision-sun-glasses-car-driving-glasses-uv-protection-sunglasses-eyewear,https://eddie-vocal.myshopify.com/products/forauto-night-vision-driver-goggles-unisex-hd-vision-sun-glasses-car-driving-glasses-uv-protection-sunglasses-eyewear,eddie-vocal.myshopify.com,Eddie Vocal,,,,,,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/""]",pages_examined=1,100,100,71,rejected,no_contact_information,
eyewear,site:myshopify.com/products driving glasses,90.13,Specific purchasable use-case phrase rather than an informational query.,site:myshopify.com/products driving glasses,5,https://sdb254.myshopify.com/products/aofly-brand-design-classic-polarized-sunglasses-men-women-driving-square-frame-sun-glasses-male-goggle-uv400-gafas-de-sol-af8083,sdb254.myshopify.com,https://sdb254.myshopify.com/products/aofly-brand-design-classic-polarized-sunglasses-men-women-driving-square-frame-sun-glasses-male-goggle-uv400-gafas-de-sol-af8083,https://sdb254.myshopify.com/products/aofly-brand-design-classic-polarized-sunglasses-men-women-driving-square-frame-sun-glasses-male-goggle-uv400-gafas-de-sol-af8083,sdb254.myshopify.com,SDB254,,,,,,"[""https://twitter.com/intent/tweet"",""https://www.facebook.com/sharer/sharer.php"",""https://pinterest.com/pin/create/button/""]",pages_examined=1,100,100,71,rejected,no_contact_information,
eyewear,site:myshopify.com/products driving glasses,90.13,Specific purchasable use-case phrase rather than an informational query.,site:myshopify.com/products driving glasses,6,https://randolphengineering.myshopify.com/products/aviator-matte-black-redline,randolphengineering.myshopify.com,https://www.randolphusa.com/products/aviator-matte-black-redline,https://www.randolphusa.com/products/aviator-matte-black-redline,randolphusa.com,Aviator - Matte Black & Redline,privacy@randolphusa.com,https://www.randolphusa.com/pages/privacy-policy,8005411405,https://www.randolphusa.com/products/aviator-matte-black-redline,https://www.randolphusa.com/pages/contact-us,"[""https://www.facebook.com/RandolphUSA"",""https://twitter.com/RandolphUSA"",""https://www.instagram.com/randolphusa/"",""https://www.pinterest.com/randolph_usa/"",""https://www.youtube.com/c/randolphengineering"",""https://www.tiktok.com/@randolphusa"",""https://www.linkedin.com/company/randolph-engineering-inc-""]",pages_examined=5,100,80,94,qualified,,
